	Date	Count	Order	Family	Guild	Genus	stage	farm	family_english	date	julian_date
106	5/18/18	1	雙翅目	稈蠅科	中性物種		分?盛期	MO1	Chloropidae	2018/5/18	138
107	5/18/18	2	直翅目	蟋蟀科	植食者		分?盛期	MO1	Gryllidae	2018/5/18	138
181	5/18/18	1	直翅目	蝗科	稻害者	小稻蝗	孕穗期	MO2	Acrididae	2018/5/18	138
183	5/18/18	4	鞘翅目	象鼻蟲科	稻害者	水稻水象鼻蟲	孕穗期	MO2	Curculionidae	2018/5/18	138
184	5/18/18	5	直翅目	蝗科	稻害者	台灣稻蝗	孕穗期	MO2	Acrididae	2018/5/18	138
188	5/18/18	21	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	MO2	Delphacidae	2018/5/18	138
190	5/18/18	2	半翅目	蛛緣椿科	稻害者	禾蛛元春	孕穗期	MO2	Alydidae	2018/5/18	138
194	5/18/18	2	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	MO2	Chironomidae	2018/5/18	138
197	5/18/18	1	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	MO2	Chironomidae	2018/5/18	138
198	5/18/18	8	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	MO2	Sciomyzidae	2018/5/18	138
205	5/18/18	28	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	MO2	Cicadellidae	2018/5/18	138
211	5/18/18	1	鱗翅目	螟蛾科	稻害者	瘤野螟	孕穗期	MO2	Pyralidae	2018/5/18	138
214	5/18/18	2	纓翅目	薊馬科	稻害者	稻薊馬	孕穗期	MO2	Thripidae	2018/5/18	138
221	5/18/18	1	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	MO2	Chironomidae	2018/5/18	138
225	5/18/18	5	雙翅目	日蠅科	中性物種		孕穗期	MO2	Heleomyzidae	2018/5/18	138
231	5/18/18	1	膜翅目	赤眼蜂科	擬寄生者		孕穗期	MO2	Trichogrammatidae	2018/5/18	138
236	5/18/18	2	膜翅目	金小蜂科	擬寄生者		孕穗期	MO2	Pteromalidae	2018/5/18	138
241	5/18/18	2	雙翅目	長足虻科	掠食者		孕穗期	MO2	Dolichopodidae	2018/5/18	138
250	5/18/18	1	半翅目	蚜科	植食者		孕穗期	MO2	Aphididae	2018/5/18	138
252	5/18/18	1	直翅目	蚤蝗科	植食者		孕穗期	MO2	Tridactylidae	2018/5/18	138
255	5/18/18	1	雙翅目	蚤蠅科	擬寄生者		孕穗期	MO2	Phoridae	2018/5/18	138
259	5/18/18	5	雙翅目	廁蠅科	中性物種		孕穗期	MO2	Fanniidae	2018/5/18	138
262	5/18/18	2	半翅目	椿科	稻害者		孕穗期	MO2	Pentatomidae	2018/5/18	138
264	5/18/18	1	蜘蛛目	跳蛛科	掠食者		孕穗期	MO2	Salticidae	2018/5/18	138
269	5/18/18	3	半翅目	緣椿科	植食者		孕穗期	MO2	Coreidae	2018/5/18	138
272	5/18/18	1	雙翅目	縞蠅科	中性物種		孕穗期	MO2	Lauxaniidae	2018/5/18	138
277	5/18/18	1	半翅目	龜椿科	植食者		孕穗期	MO2	Plataspidae 	2018/5/18	138
279	5/18/18	1	雙翅目	糞蠅科	中性物種		孕穗期	MO2	Scathophagidae	2018/5/18	138
280	5/18/18	1	直翅目	螽斯科	植食者		孕穗期	MO2	Tettigoniidae	2018/5/18	138
283	5/18/18	2	蜘蛛目	蟹蛛科	掠食者		孕穗期	MO2	Thomisidae	2018/5/18	138
288	5/18/18	2	雙翅目	蠓科	中性物種		孕穗期	MO2	Ceratopogonidae	2018/5/18	138
318	5/18/18	1	蜘蛛目	皿網蛛科	掠食者		分?盛期	MO3	Linyphiidae	2018/5/18	138
319	5/18/18	1	半翅目	地緣椿科	植食者		分?盛期	MO3	Rhyparochromidae	2018/5/18	138
320	5/18/18	1	雙翅目	沼蠅科	中性物種	長角沼蠅	分?盛期	MO3	Sciomyzidae	2018/5/18	138
321	5/18/18	4	雙翅目	渚蠅科	中性物種		分?盛期	MO3	Ephydridae	2018/5/18	138
322	5/18/18	1	半翅目	蛛緣椿科	稻害者	禾蛛緣椿	分?盛期	MO3	Alydidae	2018/5/18	138
323	5/18/18	2	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	MO3	Delphacidae	2018/5/18	138
324	5/18/18	1	半翅目	稻蝨科	稻害者	斑飛蝨	分?盛期	MO3	Delphacidae	2018/5/18	138
408	5/18/18	1	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	MC1	Sciomyzidae	2018/5/18	138
410	5/18/18	2	半翅目	花椿科	掠食者	小黑花椿象	孕穗期	MC1	Anthocoridae	2018/5/18	138
419	5/18/18	2	蜘蛛目	長腳蛛科	掠食者	大長腳蛛	孕穗期	MC1	Tetragnathidae	2018/5/18	138
420	5/18/18	2	蜘蛛目	長腳蛛科	掠食者	方網長腳蛛	孕穗期	MC1	Tetragnathidae	2018/5/18	138
426	5/18/18	3	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	孕穗期	MC1	Tetragnathidae	2018/5/18	138
431	5/18/18	1	雙翅目	蚊科	中性物種		孕穗期	MC1	Culicidae	2018/5/18	138
434	5/18/18	2	雙翅目	寄蠅科	中性物種		孕穗期	MC1	Tachinidae	2018/5/18	138
438	5/18/18	3	雙翅目	渚蠅科	中性物種		孕穗期	MC1	Ephydridae	2018/5/18	138
439	5/18/18	1	雙翅目	渚蠅科	中性物種		孕穗期	MC1	Ephydridae	2018/5/18	138
444	5/18/18	1	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	MC1	Chloropidae	2018/5/18	138
448	5/18/18	1	雙翅目	稈蠅科	中性物種		孕穗期	MC1	Chloropidae	2018/5/18	138
454	5/18/18	2	雙翅目	搖蚊科	中性物種	小刺搖蚊	孕穗期	MC1	Chironomidae	2018/5/18	138
465	5/18/18	2	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	MC1	Cicadellidae	2018/5/18	138
470	5/18/18	1	半翅目	葉蟬科	稻害者	黑條黑尾葉蟬	孕穗期	MC1	Cicadellidae	2018/5/18	138
476	5/18/18	2	膜翅目	釉小蜂科	擬寄生者	Pediobius	孕穗期	MC1	Eulophidae	2018/5/18	138
478	5/18/18	1	雙翅目	舞虻科	掠食者		孕穗期	MC1	Empididae	2018/5/18	138
482	5/18/18	12	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	MC1	Delphacidae	2018/5/18	138
486	5/18/18	5	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	MC1	Delphacidae	2018/5/18	138
494	5/18/18	3	半翅目	蔓椿科	稻害者	稻赤蔓椿	孕穗期	MC1	Pentatomidae	2018/5/18	138
515	5/18/18	2	雙翅目	糞蠅科	中性物種		孕穗期	MC1	Scathophagidae	2018/5/18	138
530	5/18/18	9	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	MC2	Delphacidae	2018/5/18	138
537	5/18/18	2	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	MC2	Sciomyzidae	2018/5/18	138
541	5/18/18	5	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	MC2	Cicadellidae	2018/5/18	138
550	5/18/18	5	纓翅目	薊馬科	稻害者	稻薊馬	孕穗期	MC2	Thripidae	2018/5/18	138
558	5/18/18	3	雙翅目	小花蠅科	中性物種		孕穗期	MC2	Anthomyzidae	2018/5/18	138
561	5/18/18	3	雙翅目	日蠅科	中性物種		孕穗期	MC2	Heleomyzidae	2018/5/18	138
570	5/18/18	1	鞘翅目	金花蟲科	植食者		孕穗期	MC2	Chrysomelidae	2018/5/18	138
572	5/18/18	2	蜘蛛目	金蛛科	掠食者		孕穗期	MC2	Araneidae	2018/5/18	138
578	5/18/18	1	鱗翅目	毒蛾科	植食者		孕穗期	MC2	Lymantriidae	2018/5/18	138
611	5/18/18	1	蜘蛛目	貓蛛科	掠食者		孕穗期	MC2	Oxyopidae	2018/5/18	138
624	5/18/18	1	雙翅目	蠓科	中性物種		孕穗期	MC2	Ceratopogonidae	2018/5/18	138
672	5/18/18	1	膜翅目	金小蜂科	擬寄生者		孕穗期	MC3	Pteromalidae	2018/5/18	138
674	5/18/18	1	雙翅目	長足虻科	掠食者		孕穗期	MC3	Dolichopodidae	2018/5/18	138
678	5/18/18	1	蜘蛛目	長腳蛛科	掠食者		孕穗期	MC3	Tetragnathidae	2018/5/18	138
681	5/18/18	1	膜翅目	姬蜂科	擬寄生者		孕穗期	MC3	Ichneumonidae	2018/5/18	138
683	5/18/18	1	雙翅目	蚊科	中性物種		孕穗期	MC3	Culicidae	2018/5/18	138
686	5/18/18	8	雙翅目	渚蠅科	中性物種		孕穗期	MC3	Ephydridae	2018/5/18	138
688	5/18/18	2	雙翅目	廁蠅科	中性物種		孕穗期	MC3	Fanniidae	2018/5/18	138
691	5/18/18	1	半翅目	蛛緣椿科	稻害者		孕穗期	MC3	Alydidae	2018/5/18	138
692	5/18/18	4	雙翅目	搖蚊科	中性物種		孕穗期	MC3	Chironomidae	2018/5/18	138
694	5/18/18	4	半翅目	葉蟬科	稻害者		孕穗期	MC3	Cicadellidae	2018/5/18	138
695	5/18/18	11	半翅目	稻蝨科	稻害者		孕穗期	MC3	Delphacidae	2018/5/18	138
702	5/18/18	1	蜘蛛目	蟹蛛科	掠食者		孕穗期	MC3	Thomisidae	2018/5/18	138
703	5/18/18	3	雙翅目	蠓科	中性物種		孕穗期	MC3	Ceratopogonidae	2018/5/18	138
708	5/18/18	2	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	LO1	Chloropidae	2018/5/18	138
721	5/18/18	2	半翅目	花椿科	掠食者	小黑花椿象	孕穗期	LO1	Anthocoridae	2018/5/18	138
731	5/18/18	8	雙翅目	蠓科	掠食者	尼蠓	孕穗期	LO1	Ceratopogonidae	2018/5/18	138
733	5/18/18	2	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LO1	Delphacidae	2018/5/18	138
739	5/18/18	30	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	LO1	Chironomidae	2018/5/18	138
744	5/18/18	19	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	LO1	Sciomyzidae	2018/5/18	138
750	5/18/18	2	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LO1	Cicadellidae	2018/5/18	138
755	5/18/18	5	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LO1	Delphacidae	2018/5/18	138
764	5/18/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LO1	Coccinellidae	2018/5/18	138
771	5/18/18	12	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	LO1	Chironomidae	2018/5/18	138
774	5/18/18	3	雙翅目	日蠅科	中性物種		孕穗期	LO1	Heleomyzidae	2018/5/18	138
776	5/18/18	1	膜翅目	金小蜂科	擬寄生者		孕穗期	LO1	Pteromalidae	2018/5/18	138
778	5/18/18	2	蜘蛛目	金蛛科	掠食者		孕穗期	LO1	Araneidae	2018/5/18	138
780	5/18/18	2	蜘蛛目	長腳蛛科	掠食者		孕穗期	LO1	Tetragnathidae	2018/5/18	138
782	5/18/18	1	膜翅目	姬蜂科	擬寄生者		孕穗期	LO1	Ichneumonidae	2018/5/18	138
790	5/18/18	1	蜘蛛目	袋蛛科	掠食者		孕穗期	LO1	Clubionidae 	2018/5/18	138
792	5/18/18	13	雙翅目	稈蠅科	中性物種		孕穗期	LO1	Chloropidae	2018/5/18	138
804	5/18/18	1	蜘蛛目	蟹蛛科	掠食者		孕穗期	LO1	Thomisidae	2018/5/18	138
809	5/18/18	5	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LO2	Delphacidae	2018/5/18	138
818	5/18/18	14	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	LO2	Chironomidae	2018/5/18	138
825	5/18/18	7	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LO2	Cicadellidae	2018/5/18	138
826	5/18/18	3	纓翅目	薊馬科	稻害者	稻薊馬	孕穗期	LO2	Thripidae	2018/5/18	138
828	5/18/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LO2	Coccinellidae	2018/5/18	138
834	5/18/18	3	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	LO2	Chironomidae	2018/5/18	138
853	5/18/18	1	膜翅目	金小蜂科	擬寄生者		孕穗期	LO2	Pteromalidae	2018/5/18	138
855	5/18/18	1	鞘翅目	金花蟲科	植食者		孕穗期	LO2	Chrysomelidae	2018/5/18	138
857	5/18/18	3	蜘蛛目	金蛛科	掠食者		孕穗期	LO2	Araneidae	2018/5/18	138
859	5/18/18	1	雙翅目	長足虻科	掠食者		孕穗期	LO2	Dolichopodidae	2018/5/18	138
860	5/18/18	1	蜘蛛目	紅螯蛛科	掠食者		孕穗期	LO2	Cheiracanthiidae	2018/5/18	138
880	5/18/18	1	蜘蛛目	貓蛛科	掠食者		孕穗期	LO2	Oxyopidae	2018/5/18	138
889	5/18/18	1	雙翅目	蠓科	中性物種		孕穗期	LO2	Ceratopogonidae	2018/5/18	138
899	5/18/18	2	雙翅目	搖蚊科	中性物種	小刺搖蚊	孕穗期	LO3	Chironomidae	2018/5/18	138
901	5/18/18	1	直翅目	蝗科	稻害者	台灣稻蝗	孕穗期	LO3	Acrididae	2018/5/18	138
904	5/18/18	7	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LO3	Delphacidae	2018/5/18	138
909	5/18/18	4	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	LO3	Chironomidae	2018/5/18	138
916	5/18/18	4	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LO3	Cicadellidae	2018/5/18	138
920	5/18/18	3	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LO3	Delphacidae	2018/5/18	138
929	5/18/18	2	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LO3	Coccinellidae	2018/5/18	138
935	5/18/18	1	雙翅目	搖蚊科	中性物種	隱搖蚊	孕穗期	LO3	Chironomidae	2018/5/18	138
938	5/18/18	1	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	LO3	Chironomidae	2018/5/18	138
941	5/18/18	1	蜘蛛目	金蛛科	掠食者		孕穗期	LO3	Araneidae	2018/5/18	138
942	5/18/18	4	雙翅目	長足虻科	掠食者		孕穗期	LO3	Dolichopodidae	2018/5/18	138
953	5/18/18	3	雙翅目	渚蠅科	中性物種		孕穗期	LO3	Ephydridae	2018/5/18	138
958	5/18/18	2	雙翅目	蠓科 	掠食者		孕穗期	LO3	Ceratopogonidae	2018/5/18	138
974	5/18/18	1	半翅目	花椿科	掠食者	小黑花椿象	孕穗期	LC1	Anthocoridae	2018/5/18	138
975	5/18/18	1	鞘翅目	金花蟲科	植食者		孕穗期	LC1	Chrysomelidae	2018/5/18	138
976	5/18/18	2	蜘蛛目	金蛛科	掠食者		孕穗期	LC1	Araneidae	2018/5/18	138
977	5/18/18	1	雙翅目	長足虻科	掠食者		孕穗期	LC1	Dolichopodidae	2018/5/18	138
978	5/18/18	2	蜘蛛目	長腳蛛科	掠食者	日本長腳蛛	孕穗期	LC1	Tetragnathidae	2018/5/18	138
979	5/18/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	孕穗期	LC1	Tetragnathidae	2018/5/18	138
980	5/18/18	1	膜翅目	姬蜂科	擬寄生者		孕穗期	LC1	Ichneumonidae	2018/5/18	138
981	5/18/18	1	雙翅目	寄蠅科	擬寄生者		孕穗期	LC1	Tachinidae	2018/5/18	138
982	5/18/18	2	雙翅目	渚蠅科	中性物種		孕穗期	LC1	Ephydridae	2018/5/18	138
983	5/18/18	1	蜘蛛目	袋蛛科	掠食者		孕穗期	LC1	Clubionidae 	2018/5/18	138
984	5/18/18	1	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	LC1	Chloropidae	2018/5/18	138
985	5/18/18	35	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	LC1	Chironomidae	2018/5/18	138
986	5/18/18	5	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	LC1	Chironomidae	2018/5/18	138
987	5/18/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LC1	Cicadellidae	2018/5/18	138
988	5/18/18	1	膜翅目	跳小蜂科	擬寄生者		孕穗期	LC1	Encyrtidae	2018/5/18	138
989	5/18/18	2	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC1	Delphacidae	2018/5/18	138
990	5/18/18	5	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LC1	Delphacidae	2018/5/18	138
991	5/18/18	1	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LC1	Coccinellidae	2018/5/18	138
1084	5/18/18	9	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC2	Delphacidae	2018/5/18	138
1085	5/18/18	18	雙翅目	搖蚊科	中性物種	克利搖蚊	孕穗期	LC2	Chironomidae	2018/5/18	138
1086	5/18/18	3	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	LC2	Sciomyzidae	2018/5/18	138
1087	5/18/18	3	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	孕穗期	LC2	Cicadellidae	2018/5/18	138
1088	5/18/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	孕穗期	LC2	Tetragnathidae	2018/5/18	138
1089	5/18/18	3	纓翅目	薊馬科	稻害者	稻薊馬	孕穗期	LC2	Thripidae	2018/5/18	138
1090	5/18/18	7	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	孕穗期	LC2	Chironomidae	2018/5/18	138
1091	5/18/18	1	雙翅目	日蠅科	中性物種		孕穗期	LC2	Heleomyzidae	2018/5/18	138
1092	5/18/18	3	膜翅目	金小蜂科	擬寄生者		孕穗期	LC2	Pteromalidae	2018/5/18	138
1093	5/18/18	4	蜘蛛目	金蛛科	掠食者		孕穗期	LC2	Araneidae	2018/5/18	138
1094	5/18/18	1	雙翅目	長足虻科	掠食者		孕穗期	LC2	Dolichopodidae	2018/5/18	138
1095	5/18/18	1	蜘蛛目	狼蛛科	掠食者		孕穗期	LC2	Lycosidae	2018/5/18	138
1096	5/18/18	7	雙翅目	頭蠅科	擬寄生者		孕穗期	LC2	Pipunculidae	2018/5/18	138
1097	5/18/18	1	蜘蛛目	蟹蛛科	掠食者		孕穗期	LC2	Thomisidae	2018/5/18	138
1098	5/18/18	2	雙翅目	蠓科	中性物種		孕穗期	LC2	Ceratopogonidae	2018/5/18	138
1140	5/18/18	1	雙翅目	蚊科	中性物種		孕穗期	LC3	Culicidae	2018/5/18	138
1141	5/18/18	4	雙翅目	渚蠅科	中性物種		孕穗期	LC3	Ephydridae	2018/5/18	138
1142	5/18/18	2	雙翅目	搖蚊科	中性物種		孕穗期	LC3	Chironomidae	2018/5/18	138
1152	5/18/18	3	鞘翅目	瓢蟲科	掠食者	橙瓢蟲	孕穗期	LC3	Coccinellidae	2018/5/18	138
1153	5/18/18	3	雙翅目	長足虻科	掠食者		孕穗期	LC3	Dolichopodidae	2018/5/18	138
1154	5/18/18	2	蜘蛛目	長腳蛛科	掠食者		孕穗期	LC3	Tetragnathidae	2018/5/18	138
1155	5/18/18	1	蜘蛛目	紅螯蛛科	掠食者		孕穗期	LC3	Cheiracanthiidae	2018/5/18	138
1156	5/18/18	1	毛翅目	紋石蛾科	掠食者		孕穗期	LC3	Hydropsychidae	2018/5/18	138
1157	5/18/18	1	蜘蛛目	蠅虎科	掠食者		孕穗期	LC3	Salticidae	2018/5/18	138
1175	5/18/18	5	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	LC3	Delphacidae	2018/5/18	138
1176	5/18/18	7	半翅目	稻蝨科	稻害者	斑飛蝨	孕穗期	LC3	Delphacidae	2018/5/18	138
1193	5/18/18	1	膜翅目	緣腹細蜂科	擬寄生者		孕穗期	LC3	Scelionidae	2018/5/18	138
1216	5/18/18	3	半翅目	稻蝨科	稻害者	白背飛蝨	分?盛期	SO1	Delphacidae	2018/5/18	138
1223	5/18/18	4	雙翅目	搖蚊科	中性物種	克利搖蚊	分?盛期	SO1	Chironomidae	2018/5/18	138
1226	5/18/18	3	雙翅目	沼蠅科	中性物種	長角沼蠅	分?盛期	SO1	Sciomyzidae	2018/5/18	138
1229	5/18/18	2	蜻蛉目	細蟌科	掠食者	青紋細蟌	分?盛期	SO1	Coenagrionidae	2018/5/18	138
1233	5/18/18	9	半翅目	稻蝨科	稻害者	斑飛蝨	分?盛期	SO1	Delphacidae	2018/5/18	138
1244	5/18/18	1	雙翅目	搖蚊科	中性物種	隱搖蚊	分?盛期	SO1	Chironomidae	2018/5/18	138
1246	5/18/18	12	雙翅目	搖蚊科	中性物種	鹽埕搖蚊	分?盛期	SO1	Chironomidae	2018/5/18	138
1248	5/18/18	3	雙翅目	花蠅科	中性物種		分?盛期	SO1	Anthomyiidae	2018/5/18	138
1251	5/18/18	1	雙翅目	長足虻科	掠食者		分?盛期	SO1	Dolichopodidae	2018/5/18	138
1253	5/18/18	1	蜘蛛目	長腳蛛科	掠食者		分?盛期	SO1	Tetragnathidae	2018/5/18	138
1254	5/18/18	1	蜘蛛目	紅螯蛛科	掠食者		分?盛期	SO1	Cheiracanthiidae	2018/5/18	138
1259	5/18/18	1	雙翅目	蚊科	中性物種		分?盛期	SO1	Culicidae	2018/5/18	138
1261	5/18/18	1	雙翅目	寄蠅科	擬寄生者		分?盛期	SO1	Tachinidae	2018/5/18	138
1262	5/18/18	2	雙翅目	渚蠅科	中性物種		分?盛期	SO1	Ephydridae	2018/5/18	138
1263	5/18/18	3	雙翅目	渚蠅科	中性物種		分?盛期	SO1	Ephydridae	2018/5/18	138
1270	5/18/18	5	雙翅目	蠓科	掠食者		分?盛期	SO1	Ceratopogonidae	2018/5/18	138
1274	5/18/18	1	雙翅目	稈蠅科	掠食者	Anatrichus	孕穗期	SC1	Chloropidae	2018/5/18	138
1284	5/18/18	3	半翅目	稻蝨科	稻害者	白背飛蝨	孕穗期	SC1	Delphacidae	2018/5/18	138
1290	5/18/18	3	雙翅目	搖蚊科	中性物種	池畔搖蚊	孕穗期	SC1	Chironomidae	2018/5/18	138
1297	5/18/18	1	雙翅目	沼蠅科	中性物種	長角沼蠅	孕穗期	SC1	Sciomyzidae	2018/5/18	138
1309	5/18/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	孕穗期	SC1	Tetragnathidae	2018/5/18	138
1310	5/18/18	1	半翅目	葉蟬科	稻害者	黑唇斑葉蟬	孕穗期	SC1	Cicadellidae	2018/5/18	138
1311	5/18/18	1	蜘蛛目	長腳蛛科	掠食者	綠鱗長腳蛛	孕穗期	SC1	Tetragnathidae	2018/5/18	138
1318	5/18/18	1	雙翅目	渚蠅科	掠食者	螳水蠅	孕穗期	SC1	Ephydridae	2018/5/18	138
1321	5/18/18	1	雙翅目	搖蚊科	中性物種	隱搖蚊	孕穗期	SC1	Chironomidae	2018/5/18	138
1333	5/18/18	3	雙翅目	長足虻科	掠食者		孕穗期	SC1	Dolichopodidae	2018/5/18	138
1342	5/18/18	1	雙翅目	渚蠅科	中性物種		孕穗期	SC1	Ephydridae	2018/5/18	138
1345	5/18/18	2	雙翅目	稈蠅科	中性物種		孕穗期	SC1	Chloropidae	2018/5/18	138
1349	5/18/18	1	膜翅目	釉小蜂科	擬寄生者		孕穗期	SC1	Eulophidae	2018/5/18	138
128	6/16/18	1	半翅目	花椿科	掠食者	小黑花椿象	抽穗期	MO1	Anthocoridae	2018/6/16	167
129	6/16/18	5	直翅目	蝗科	稻害者	台灣稻蝗	抽穗期	MO1	Acrididae	2018/6/16	167
130	6/16/18	1	半翅目	稻蝨科	稻害者	白背飛蝨	抽穗期	MO1	Delphacidae	2018/6/16	167
131	6/16/18	1	半翅目	蛛緣椿科	稻害者	禾蛛緣椿	抽穗期	MO1	Alydidae	2018/6/16	167
132	6/16/18	2	雙翅目	沼蠅科	中性物種	長腳沼蠅	抽穗期	MO1	Sciomyzidae	2018/6/16	167
133	6/16/18	1	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	抽穗期	MO1	Cicadellidae	2018/6/16	167
134	6/16/18	1	膜翅目	緣腹細蜂科	擬寄生者	粒卵蜂	抽穗期	MO1	Scelionidae	2018/6/16	167
135	6/16/18	1	半翅目	稻蝨科	稻害者	斑飛蝨	抽穗期	MO1	Delphacidae	2018/6/16	167
136	6/16/18	3	半翅目	蔓椿科	稻害者	稻赤蔓椿	抽穗期	MO1	Pentatomidae	2018/6/16	167
137	6/16/18	1	膜翅目	小蜂科	擬寄生者		抽穗期	MO1	Encyrtidae	2018/6/16	167
138	6/16/18	1	雙翅目	渚蠅科	中性物種		抽穗期	MO1	Ephydridae	2018/6/16	167
139	6/16/18	1	雙翅目	稈蠅科	中性物種		抽穗期	MO1	Chloropidae	2018/6/16	167
140	6/16/18	1	雙翅目	黑翅蕈蚋科	中性物種		抽穗期	MO1	Sciaridae	2018/6/16	167
141	6/16/18	1	雙翅目	縞蠅科	中性物種		抽穗期	MO1	Lauxaniidae	2018/6/16	167
179	6/16/18	1	半翅目	花椿科	掠食者	小黑花椿象	乳熟期	MO2	Anthocoridae	2018/6/16	167
207	6/16/18	28	半翅目	葉蟬科	稻害者	偽黑尾葉蟬	乳熟期	MO2	Cicadellidae	2018/6/16	167
208	6/16/18	6	半翅目	稻蝨科	稻害者	斑飛蝨	乳熟期	MO2	Delphacidae	2018/6/16	167
223	6/16/18	1	膜翅目	小繭蜂科	擬寄生者		乳熟期	MO2	Braconidae	2018/6/16	167
239	6/16/18	1	鞘翅目	金花蟲科	植食者		乳熟期	MO2	Chrysomelidae	2018/6/16	167
246	6/16/18	5	半翅目	荔椿科	植食者		乳熟期	MO2	Tessaratomidae	2018/6/16	167
263	6/16/18	3	半翅目	椿科	稻害者		乳熟期	MO2	Pentatomidae	2018/6/16	167
266	6/16/18	2	雙翅目	實蠅科	中性物種		乳熟期	MO2	Tephritidae	2018/6/16	167
270	6/16/18	1	膜翅目	緣腹細蜂科	擬寄生者		乳熟期	MO2	Scelionidae	2018/6/16	167
276	6/16/18	1	蜘蛛目	貓蛛科	掠食者		乳熟期	MO2	Oxyopidae	2018/6/16	167
281	6/16/18	1	直翅目	螽斯科	植食者		乳熟期	MO2	Tettigoniidae	2018/6/16	167
284	6/16/18	1	蜘蛛目	蟹蛛科	掠食者		乳熟期	MO2	Thomisidae	2018/6/16	167
285	6/16/18	1	膜翅目	蟻形蜂科	擬寄生者		乳熟期	MO2	Bethylidae	2018/6/16	167
338	6/16/18	5	半翅目	地緣椿科	植食者		分?盛期	MO3	Rhyparochromidae	2018/6/16	167
339	6/16/18	6	雙翅目	沼蠅科	中性物種	長角沼蠅	分?盛期	MO3	Sciomyzidae	2018/6/16	167
340	6/16/18	1	半翅目	花椿科	掠食者	小黑花椿象	分?盛期	MO3	Anthocoridae	2018/6/16	167
341	6/16/18	1	膜翅目	金小蜂科	擬寄生者		分?盛期	MO3	Pteromalidae	2018/6/16	167
342	6/16/18	2	雙翅目	長足虻科	掠食者		分?盛期	MO3	Dolichopodidae	2018/6/16	167
343	6/16/18	1	蜘蛛目	長腳蛛科	掠食者	華麗長腳蛛	分?盛期	MO3	Tetragnathidae	2018/6/16	167
344	6/16/18	1	蜘蛛目	袋蛛科	掠食者		分?盛期	MO3	Clubionidae 	2018/6/16	167
345	6/16/18	17	半翅目	蛛緣椿科	稻害者	禾蛛緣椿	分?盛期	MO3	Alydidae	2018/6/16	167
