Sample.ID,Family,d13C,C.amount_ug,d15N,N.amount_ug,Total.amount_mg,Farmtype,Landscape,Stage,Farm.ID,LSxFT,Date,Year
2Or10702-EPH1,EPH,-19.48648813,349.600827,9.24243614,72.8077515,0.695,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-MUS1,MUS,-26.94826281,316.7484856,5.487120945,73.94912208,0.636,Or,Land,Ripening,LO1,LO,20190702,2019
2Or10702-CHI1,CHI,-23.40982803,346.6997039,6.103867937,72.95997857,0.716,Or,Land,Ripening,LO1,LO,20190702,2019
2Cv30702-TEP1,TEP,-29.9332422,280.1013872,7.313216343,50.89887829,0.544,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-PEN1,PEN,-29.89927572,508.8985122,4.02361036,66.86025944,0.985,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-DEL1,DEL,-25.88569709,285.8828432,2.494502769,45.72606489,0.519,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC1,CIC,-30.23299043,359.2745737,4.091771143,57.05532599,0.647,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC2,CIC,-30.1725812,370.8898457,4.364078913,59.7419109,0.666,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC3,CIC,-30.19843131,452.4037268,4.33879458,71.51327089,0.811,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC4,CIC,-30.38891753,509.8740745,4.256054546,91.20351405,0.941,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC5,CIC,-29.34661847,373.7948187,4.122205208,65.71413308,0.69,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CIC6,CIC,-29.53753803,504.9967761,3.947324409,84.41374079,0.917,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-COC1,COC,-29.90479815,924.1486611,6.015718686,114.3791423,1.565,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-STA1,STA,-29.22777095,484.5261365,6.91324221,88.94332455,0.911,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-ARA1,ARA,-28.44612886,617.4993254,5.873522571,112.8938271,1.157,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-ARA2,ARA,-27.52554545,241.6055744,7.538067603,55.90265401,0.511,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-DOL1,DOL,-25.80055905,316.7484856,8.044200392,78.35520443,0.663,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-CHL1,CHL,-23.02757771,284.9191388,8.892590957,55.51825956,0.581,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-SAR1,SAR,-29.22360566,291.6661471,11.74278693,55.74890646,0.599,Cv,Land,Ripening,LC3,LC,20190702,2019
2Cv30702-EPH1,EPH,-28.94688434,493.2964957,6.614280117,96.46535745,0.984,Cv,Land,Ripening,LC3,LC,20190702,2019
2Or30702-CIC1,CIC,-28.42436782,382.5125098,1.785077329,78.35520443,0.735,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-CIC2,CIC,-27.36500212,310.9571737,2.588496706,60.96867306,0.586,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-CIC3,CIC,-28.46853079,547.9610468,2.660224455,99.46462494,1.02,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-CIC4,CIC,-27.82764814,480.6295337,2.511609088,86.68006679,0.896,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-CIC5,CIC,-28.41213681,424.2210913,2.330390494,78.35520443,0.791,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-DEL1,DEL,-26.84091376,428.1057847,3.614415251,69.83659815,0.799,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-DEL2,DEL,-29.55261136,463.1049853,4.125456725,72.35098849,0.839,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-PEN1,PEN,-29.52293453,610.6319401,6.984431087,118.826906,1.161,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-PEN2,PEN,-30.52140029,582.2081398,5.083427308,108.4296994,1.146,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-LYG1,LYG,-29.71319035,415.4835341,9.361862159,76.83716118,0.802,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-LYG2,LYG,-15.06967283,440.7367105,7.133672261,87.43482696,0.844,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-TRI1,TRI,-20.96558039,282.0283339,3.459915744,59.81860911,0.578,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-TEP1,TEP,-27.6560003,247.3747103,4.620346846,55.51825956,0.518,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-ARA1,ARA,-24.97823944,391.2343589,7.102719175,88.94332455,0.815,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-ARA2,ARA,-27.2775969,344.7658786,5.666678053,74.02518618,0.686,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-COC1,COC,-29.69561417,941.1075965,5.042301885,104.7002177,1.643,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-COC2,COC,-29.28797121,452.4037268,4.443974742,61.50510707,0.817,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-DOL1,DOL,-22.45637028,326.4047789,9.326965512,61.96477469,0.687,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-CHL1,CHL,-15.10283481,256.9940435,7.360267299,50.89887829,0.528,Or,Land,Ripening,LO3,LO,20190702,2019
2Or30702-PLA1,PLA,-24.08896393,359.2745737,16.0536293,71.05616014,0.707,Or,Land,Ripening,LO3,LO,20190702,2019
1Or30702-ACR1,ACR,-15.12738777,695.1770539,6.438106953,166.2243469,1.407,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-ACR2,ACR,-15.20394985,353.4697096,5.507688091,85.16952371,0.72,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PYR1,PYR,-28.38841762,357.3394136,11.51614228,85.16952371,0.725,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PYR2,PYR,-29.79871839,400.930179,7.776975912,97.96567303,0.818,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PEN1,PEN,-24.99466269,435.8776355,6.842957008,86.68006679,0.832,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PEN2,PEN,-20.97583778,458.2400069,4.229027318,66.17267567,0.83,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PEN3,PEN,-28.61947629,412.5719391,6.19811288,63.57264487,0.78,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-PEN4,PEN,-26.76334328,546.9834824,5.949355481,94.21232721,1.082,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-LYG1,LYG,-14.81888485,505.9721331,6.156736844,100.2135895,0.97,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-LYG2,LYG,-22.4546864,367.9853347,5.874598105,62.04137403,0.709,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-LYG3,LYG,-13.34040589,272.395654,5.808399698,57.43937952,0.542,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-LYG4,LYG,-13.39132292,661.7068627,6.329608847,122.5240005,1.228,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COR1,COR,-21.35964147,437.8211115,6.496080113,89.69706196,0.881,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COR2,COR,-15.88856619,466.9978921,7.934554085,99.46462494,0.926,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COR3,COR,-15.465805,500.1207609,3.567930455,105.4467959,0.98,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CIC1,CIC,-24.20710171,367.9853347,5.700997654,71.51327089,0.687,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CIC2,CIC,-24.56505136,378.6374671,5.85997607,71.9702589,0.701,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CIC3,CIC,-24.68676732,417.4248542,6.074253082,79.11371469,0.772,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CIC4,CIC,-15.67399725,272.395654,6.382884248,55.82578194,0.518,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CIC5,CIC,-25.61624011,389.2958108,5.650590026,69.30276533,0.718,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-DEL1,DEL,-25.53650471,387.3574682,4.852759788,69.76034654,0.709,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-DEL2,DEL,-26.74451037,392.2037099,5.900606434,63.87873539,0.715,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-DEL3,DEL,-25.73227857,311.922264,5.2907819,54.82613478,0.573,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COC1,COC,-27.58315362,655.8065183,7.061047618,104.7002177,1.21,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COC2,COC,-28.39241985,382.5125098,6.783408164,55.05687372,0.659,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COC3,COC,-24.73313376,790.0014444,7.270978821,112.8938271,1.385,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COC4,COC,-16.57213101,271.4326683,10.21364846,59.05147365,0.562,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COC5,COC,-25.53652737,504.0214704,6.226497294,75.31775425,0.976,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-ARA1,ARA,-22.0616148,520.6086485,8.492869942,112.8938271,1.029,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-ARA2,ARA,-18.55279956,489.398045,6.821014876,79.87188402,0.994,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-ARA3,ARA,-19.81356956,281.0648349,8.650322016,61.96477469,0.55,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-TET1,TET,-20.77668427,524.51367,9.986533131,118.826906,1.049,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-TET2,TET,-16.51022142,382.5125098,9.088258364,86.68006679,0.735,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-TET3,TET,-19.60441162,397.0512349,10.01463513,100.9622132,0.807,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-ANT1,ANT,-18.08811276,322.5416456,8.264770616,69.22648987,0.618,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-MIR1,MIR,-24.69859941,357.3394136,7.47507073,76.22956204,0.702,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-MIR2,MIR,-14.96628245,282.0283339,7.000512061,56.36381485,0.531,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-COE1,COE,-23.79546622,282.0283339,10.29931932,66.17267567,0.558,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-CHL1,CHL,-26.64941271,221.4281518,10.66241614,45.33942038,0.451,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-SAR1,SAR,-24.28517799,377.6688348,12.82442048,93.46063529,0.766,Or,Mount,Ripening,MO3,MO,20190702,2019
1Or30702-EPH1,EPH,-25.54899808,315.7831386,10.7183652,62.27115159,0.641,Or,Mount,Ripening,MO3,MO,20190702,2019
